title,genre,synopsis
Firestarter,"Drama, Horror, Sci-Fi",A young girl tries to understand how she mysteriously gained the power to set things on fire with her mind.
Get Out,"Horror, Mystery, Thriller","A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
Midsommar,"Drama, Horror, Mystery",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.
Malignant,"Crime, Horror, Mystery","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities."
The Texas Chainsaw Massacre,"Crime, Horror","After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers."
The Invisible Man,"Drama, Horror, Mystery","When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
American Psycho,"Crime, Drama, Horror","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
Texas Chainsaw 3D,"Horror, Thriller",A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.
Old,"Drama, Horror, Mystery","A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day."
Us,"Horror, Mystery, Thriller",A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.
Revenge of the Creature,"Horror, Sci-Fi","Men capture the Creature from the Black Lagoon and make him an aquarium attraction, from which he escapes."
Those Who Walk Away,"Drama, Horror, Thriller","After Max and Avery meet on a social media app for a first date, they end up at a haunted house only to realize the trauma they share may either save them or erupt into an unforgettable nightmare."
Halloween Ends,"Horror, Thriller",The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in this final installment of the franchise.
Werewolves Within,"Comedy, Horror, Mystery",Feature adaptation of the video game where werewolves attack a small town.
The Black Phone,Horror,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims."
Annihilation,"Adventure, Drama, Horror","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply."
A Quiet Place Part II,"Drama, Horror, Sci-Fi","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path."
Scream 4,"Horror, Mystery","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer."
Alien,"Horror, Sci-Fi",The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.
Hereditary,"Drama, Horror, Mystery",A grieving family is haunted by tragic and disturbing occurrences.
Busanhaeng,"Action, Horror, Thriller","While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
It,Horror,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town."
Escape Room: Tournament of Champions,"Action, Adventure, Horror","Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they've all played the game before."
Halloween Kills,"Horror, Thriller",The saga of Michael Myers and Laurie Strode continues in the next thrilling chapter of the Halloween series.
The Night House,"Horror, Mystery, Thriller",A widow begins to uncover her recently deceased husband's disturbing secrets.
Don't Breathe 2,"Action, Crime, Horror","The sequel is set in the years following the initial deadly home invasion, where Norman Nordstrom (Stephen Lang) lives in quiet solace until his past sins catch up to him."
Army of the Dead,"Action, Crime, Horror","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted."
A Quiet Place,"Drama, Horror, Sci-Fi","In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing."
The Shining,"Drama, Horror","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
Fantasy Island,"Fantasy, Horror, Mystery","When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends."
Death on the Nile,"Crime, Drama, Mystery","While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress."
Murder on the Orient Express,"Crime, Drama, Mystery","When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case."
Killers of the Flower Moon,"Crime, Drama, History",Members of the Osage tribe in the United States are murdered under mysterious circumstances in the 1920s sparking a major F.B.I. investigation involving J. Edgar Hoover.
Wind River,"Crime, Drama, Mystery",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.
The Voyeurs,"Drama, Mystery, Thriller","Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite, this will set in motion a chain of events that will lead to disaster."
Blade Runner 2049,"Action, Drama, Mystery","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
Pig,"Drama, Mystery, Thriller",A truffle hunter who lives alone in the Oregon wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.
Prisoners,"Crime, Drama, Mystery","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
Gone Girl,"Drama, Mystery, Thriller","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
Promising Young Woman,"Crime, Drama, Mystery","A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
Watchmen,"Action, Drama, Mystery","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
